Title;Issn;SJR;QUARTIL;H index
Historia Naturalis Bulgarica;26033186, 02053640;0.243;Q3;4
Indian Journal of Occupational and Environmental Medicine;19983670, 09732284;0.243;Q3;37
International Biomechanics;23335432;0.243;Q3;12
International Journal of Applied Science and Engineering;17277841, 17272394;0.243;Q3;10
International Journal of Business and Emerging Markets;17536227, 17536219;0.243;Q3;7
International Journal of Learning and Intellectual Capital;14794861, 14794853;0.243;Q3;27
International Journal of Modeling, Simulation, and Scientific Computing;17939623, 17939615;0.243;Q4;23
International Journal of Philosophical Studies;14664542, 09672559;0.243;Q2;25
International Journal of Sport Management and Marketing;14758962, 17402808;0.243;Q3;30
International Journal of Technological Learning, Innovation and Development;17531942, 17531950;0.243;Q3;27
Iranian journal of Management Studies;20087055, 23453745;0.243;Q3;10
Journal of Applied Analysis;18696082, 14256908;0.243;Q4;18
Journal of Biologically Active Products from Nature;22311874, 22311866;0.243;Q3;18
Journal of Imaging Science and Technology;19433522, 10623701;0.243;Q3;45
Journal of Internationalization and Localization;20326904, 20326912;0.243;Q2;5
Journal of Microscopy and Ultrastructure;2213879X, 22138803;0.243;Q3;9
Journal of Negro Education, The;21676437, 00222984;0.243;Q2;45
Jurisprudence;20403313, 20403321;0.243;Q2;9
Kongzhi Lilun Yu Yinyong/Control Theory and Applications;10008152;0.243;Q3;39
Language Related Research;23223081, 23830816;0.243;Q2;9
Liquid Blackness;26923874;0.243;Q1;4
Metal Music Studies;20523998, 20524005;0.243;Q1;10
Open Astronomy;25436376;0.243;Q3;28
Proceedings of the Annual Offshore Technology Conference;01603663;0.243;-;41
Research on Crops;09723226, 23487542;0.243;Q3;20
Revista Chapingo, Serie Horticultura;20074034, 1027152X;0.243;Q3;15
Revista Iberoamericana de Viticultura Agroindustria y Ruralidad;07194994;0.243;Q1;6
Society and Economy;1588970X, 15889726;0.243;Q3;16
SOTL in the South;25231154;0.243;Q3;5
South African Journal of Philosophy;02580136;0.243;Q2;25
South East Asia Research;0967828X;0.243;Q3;27
Spanish Journal of Agricultural Research;1695971X, 21719292;0.243;Q3;48
American Business Law Journal;00027766;0.242;Q2;28
Applied Science and Convergence Technology;12258822, 22886559;0.242;Q3;9
Arabian Journal of Medicinal and Aromatic Plants;24585920;0.242;Q3;5
Archives and Manuscripts;01576895, 21646058;0.242;Q3;12
Botanica Serbica;18212638, 18212158;0.242;Q3;13
Bulletin of the British Ornithologists' Club;00071595;0.242;Q3;14
Bulletin of the Section of Logic;01380680;0.242;Q2;16
Cato Journal;02733072;0.242;Q3;34
Critical Philosophy of Race;21658692, 21658684;0.242;Q2;10
Doklady Biochemistry and Biophysics;16083091, 16076729;0.242;Q3;23
Dongli Gongcheng Xuebao/Journal of Chinese Society of Power Engineering;16747607;0.242;Q3;19
E-Balonmano.com: Revista de Ciencias del Deporte;18857019;0.242;Q3;7
Ecological Safety of Coastal and Shelf Zones of Sea;24135577;0.242;Q3;6
Electronic Journal of Knowledge Management;14794411;0.242;Q3;10
Encounters in Theory and History of Education;25608371;0.242;Q1;4
Gaoya Dianqi/High Voltage Apparatus;10011609;0.242;Q3;32
Geodetski Vestnik;03510271, 15811328;0.242;Q3;14
Geologica Macedonica;18578586, 03521206;0.242;Q3;3
Green Materials;20491220, 20491239;0.242;Q3;23
IEEE International Conference on Rehabilitation Robotics;19457901, 19457898;0.242;Q3;45
IFIP Advances in Information and Communication Technology;18684238, 1868422X;0.242;Q3;66
Insecta Matsumurana;00201804;0.242;Q4;5
International Journal of Environment and Waste Management;14789876, 14789868;0.242;Q3;23
International Journal of Machining and Machinability of Materials;17485711, 1748572X;0.242;Q3;29
International Journal of School Health;23455152, 23831219;0.242;Q3;8
Iraqi Journal of Pharmaceutical Sciences;16833597, 25213512;0.242;Q2;10
Journal of Analytical Chemistry;16083199, 10619348;0.242;Q3;40
Journal of Communications;17962021;0.242;Q3;40
Journal of Information Technology Management;20085893, 24235059;0.242;Q3;13
Journal of Rehabilitation;00224154;0.242;Q3;40
Journal of Teaching and Learning;14921154, 19118279;0.242;Q3;6
Journal of the Philosophy of History;18722636, 1872261X;0.242;Q1;14
Linguamatica;16470818;0.242;Q2;8
Livestock Research for Rural Development;01213784;0.242;Q3;38
Neuropsychopharmacologia Hungarica;14198711;0.242;Q2;18
New Perspectives;23368268, 2336825X;0.242;Q3;14
Notices of the American Mathematical Society;00029920;0.242;Q3;39
Oceanological and Hydrobiological Studies;18973191, 1730413X;0.242;Q4;25
Onomastica;00784648;0.242;Q2;3
Postepy w Kardiologii Interwencyjnej;18974295, 17349338;0.242;Q4;21
Problems of Atomic Science and Technology, Series Thermonuclear Fusion;02023822;0.242;Q3;9
Revista Cubana de Educacion Medica Superior;08642141, 15612902;0.242;Q3;15
Revista Espanola de Geriatria y Gerontologia;0211139X, 15781747;0.242;Q4;28
Stomatologija;13928589;0.242;Q4;30
Studia Universitatis Babes-Bolyai Mathematica;2065961X;0.242;Q3;11
Surface Engineering and Applied Electrochemistry;10683755, 19348002;0.242;Q3;22
Ukrainian Journal of Physics;20710186, 20710194;0.242;Q3;20
Vestnik MGIMO-Universiteta;25419099, 20718160;0.242;Q1;5
Yuanzineng Kexue Jishu/Atomic Energy Science and Technology;10006931;0.242;Q3;20
Zograf;03501361;0.242;Q1;5
AATCC Journal of Research;24723444, 23305517;0.241;Q3;12
African and Black Diaspora;17528631, 1752864X;0.241;Q1;13
Agronomy Research;1406894X;0.241;Q3;28
AIS Transactions on Replication Research;24733458;0.241;Q3;3
Archaeologica Austriaca;18162959, 00038008;0.241;Q2;10
Asian Cardiovascular and Thoracic Annals;02184923, 18165370;0.241;Q3;31
Astronomy Reports;10637729, 15626881;0.241;Q3;34
Bio-Medical Materials and Engineering;09592989, 18783619;0.241;Q4;58
Biotechnologia;08607796;0.241;Q3;18
Chinese Journal of Rice Science;10017216;0.241;Q3;13
Dandao Xuebao/Journal of Ballistics;1004499X;0.241;Q3;16
Egyptian Journal of Radiology and Nuclear Medicine;0378603X, 20904762;0.241;Q3;21
Genetic Resources;27083764;0.241;Q3;4
Geographische Zeitschrift;00167479;0.241;Q3;22
Glasnik Matematicki;0017095X;0.241;Q3;19
Heart International;20362579, 18261868;0.241;Q4;13
Historia Constitucional;15764729;0.241;Q1;7
History of Geo- and Space Sciences;21905010, 21905029;0.241;Q2;8
Interdisciplinaria Archaeologica;1804848X, 23361220;0.241;Q2;9
International Journal of Dairy Science;18119743, 18119751;0.241;Q3;22
International Journal on Communications Antenna and Propagation;20395086, 25332929;0.241;Q2;18
Italian Journal of Gynaecology and Obstetrics;23850868, 11218339;0.241;Q3;11
Journal of Allied Health;1945404X, 00907421;0.241;Q3;43
Journal of Chemical Research;20476507, 17475198;0.241;Q3;44
Journal of clinical orthodontics : JCO;00223875;0.241;Q3;47
Journal of Ecology and Rural Environment;16734831;0.241;Q3;22
Journal of Reliability and Statistical Studies;09748024, 22295666;0.241;Q4;7
Journal of Road Safety;26524260, 26524252;0.241;Q3;5
Journal of the Indian Society of Soil Science;0019638X, 09740228;0.241;Q3;16
Journal on Efficiency and Responsibility in Education and Science;23362375, 18031617;0.241;Q3;12
Mankind Quarterly;00252344;0.241;Q2;19
Muscles, Ligaments and Tendons Journal;22404554;0.241;Q3;50
Numerical Heat Transfer, Part B: Fundamentals;15210626, 10407790;0.241;Q3;64
Pacific Science;15346188, 00308870;0.241;Q2;46
Processing and Application of Ceramics;18206131, 24061034;0.241;Q3;23
Psychology of Language and Communication;12342238;0.241;Q2;15
Quantum Electronics;10637818, 14684799;0.241;Q3;54
Revista Internacional de Andrologia;1698031X, 16980409;0.241;Q3;13
Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte;15770354;0.241;Q3;26
Rusin;23451149, 18572685;0.241;Q1;10
Saudi Endodontic Journal;23201495, 22789618;0.241;Q3;14
Southern Forests;20702639, 20702620;0.241;Q3;31
Studia Theologica;12128570;0.241;Q1;5
Texas Law Review;00404411;0.241;Q2;54
TM. Technisches Messen;01718096, 21967113;0.241;Q3;24
UUM Journal of Legal Studies;01279483, 2229984X;0.241;Q2;5
Zeitschrift fur Soziologie;23660325, 03401804;0.241;Q3;37
Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals;10040609;0.241;Q3;36
Acta Botanica Hungarica;15882578, 02366495;0.24;Q3;25
Action Learning: Research and Practice;14767341, 14767333;0.24;Q3;14
Advances in Mathematical Sciences and Applications;13434373;0.24;Q4;5
Agraarteadus;10240845, 22284893;0.24;Q3;11
American Health and Drug Benefits;19422962, 19422970;0.24;Q3;37
Aquatic Ecosystem Health and Management;15394077, 14634988;0.24;Q3;49
Asian Academy of Management Journal of Accounting and Finance;18234992, 19858299;0.24;Q3;19
Brazilian Dental Science;21786011;0.24;Q3;11
Children's Literature in Education;00456713;0.24;Q1;23
Ciencia Florestal;19805098, 01039954;0.24;Q3;27
Clinical Ethics;1758101X, 14777509;0.24;Q2;22
Current Protocols in Nucleic Acid Chemistry;19349270, 19349289;0.24;Q4;23
Current Science;00113891;0.24;Q2;137
Deutsche Zeitschrift fur Philosophie;21921482, 00121045;0.24;Q2;14
Epistemology and Philosophy of Science;1811833X, 23117133;0.24;Q1;10
Geomechanik und Tunnelbau;18657362, 18657389;0.24;Q3;23
Hikma;15799794;0.24;Q1;5
HNO;00176192, 14330458;0.24;Q3;40
Indian Journal of Leprosy;02549395;0.24;Q3;23
International Journal of Advanced Technology and Engineering Exploration;23945443, 23947454;0.24;Q3;10
International Journal of Engineering Research in Africa;16634144, 16633571;0.24;Q3;31
International Journal of One Health;24555673, 24558931;0.24;Q3;10
ITE Transactions on Media Technology and Applications;21867364;0.24;Q2;18
Journal of Dermatology and Dermatologic Surgery;2210836X, 22108378;0.24;Q3;3
Journal of Hospital Librarianship;15323269;0.24;Q3;14
Journal of Language Teaching and Research;17984769, 20530684;0.24;Q2;20
Journal of Religion in Europe;18748929, 18748910;0.24;Q1;14
Macroheterocycles;19989539;0.24;Q3;21
Matematicki Vesnik;00255165, 24060682;0.24;Q3;21
Nordic Journal of Social Research;18922783;0.24;Q2;4
Phosphorus, Sulfur and Silicon and the Related Elements;10426507, 15635325;0.24;Q4;47
Proceedings - Graphics Interface;07135424;0.24;-;56
Reinwardtia;0034365X, 23378824;0.24;Q3;5
Revista Brasileira de Estudos de Populacao;01023098;0.24;Q3;17
Revista de Derecho Privado;01234366, 23462442;0.24;Q2;7
Russian Journal of Electrochemistry;10231935, 16083342;0.24;Q4;44
Slavia Centralis;23858753, 18556302;0.24;Q1;6
Spanish Journal of Soil Science;22536574;0.24;Q3;13
Theatre, Dance and Performance Training;19443919, 19443927;0.24;Q1;11
Urological Science;18795226, 18795234;0.24;Q3;12
Vikalpa;23953799, 02560909;0.24;Q3;34
Wilson Journal of Ornithology;15594491;0.24;Q3;48
Zeitschrift fur Gastroenterologie;00442771, 14397803;0.24;Q3;65
"A&amp;A practice";25753126;0.239;Q4;22
African Journal of Paediatric Surgery;09745998, 01896725;0.239;Q3;22
American Fern Journal;00028444;0.239;Q3;29
Archives of Acoustics;2300262X, 01375075;0.239;Q3;29
Archives of Mechanics;03732029;0.239;Q3;30
Argumentation and Advocacy;25768476, 10511431;0.239;Q3;29
Australasian Journal of Ultrasound in Medicine;22050140, 18366864;0.239;Q3;15
Biodiversity;14888386, 21600651;0.239;Q3;30
Canadian Journal of Urban Research;11883774;0.239;Q3;22
Cement, Wapno, Beton;14258129;0.239;Q3;18
Chinese Journal of Comparative Law;20504802, 20504810;0.239;Q2;10
Colloid Journal;1061933X, 16083067;0.239;Q4;38
Colonial Latin American Review;10609164;0.239;Q2;17
Communications - Scientific Letters of the University of Zilina;13354205, 25857878;0.239;Q3;25
Concrete Operators;22993282;0.239;Q4;7
Conflict Resolution Quarterly;15365581, 15411508;0.239;Q2;27
Culture, Theory and Critique;14735776, 14735784;0.239;Q2;16
Dependence Modeling;23002298;0.239;Q4;14
Education in Medicine Journal;21801932;0.239;Q3;8
Hangkong Dongli Xuebao/Journal of Aerospace Power;10008055;0.239;Q3;28
Informatics and Automation;27133206, 27133192;0.239;Q4;13
Ingenierie des Systemes d'Information;16331311, 21167125;0.239;Q4;17
International Journal of Computer Networks and Applications;23950455;0.239;Q3;10
International Journal of Electronics Letters;21681732, 21681724;0.239;Q3;15
International Journal of Entrepreneurship and Innovation Management;17415098, 1368275X;0.239;Q3;32
International Journal of Metadata, Semantics and Ontologies;1744263X, 17442621;0.239;Q3;22
International Journal of Technology Management and Sustainable Development;14742748, 20400551;0.239;Q3;13
Irish Studies in International Affairs;03321460, 20090072;0.239;Q3;10
JBIS - Journal of the British Interplanetary Society;0007084X;0.239;Q3;27
Journal of Advanced Computational Intelligence and Intelligent Informatics;13430130, 18838014;0.239;Q4;32
Journal of Agriculture and Rural Development in the Tropics and Subtropics;16129830;0.239;Q3;23
Journal of Bioeconomics;13876996, 15736989;0.239;Q3;30
Journal of Environmental Protection and Ecology;13115065;0.239;Q3;27
Journal of Graphic Novels and Comics;21504857, 21504865;0.239;Q1;14
Journal of Inequalities and Special Functions;22174303;0.239;Q4;6
Journal of Integrated Disaster Risk Management;21858322;0.239;Q3;3
Journal of Mobile Multimedia;15504646;0.239;Q2;15
Journal of Rangeland Science;2423642X, 20089996;0.239;Q3;10
Journal of the Nepal Medical Association;1815672X, 00282715;0.239;Q4;24
Medical Letter on Drugs and Therapeutics;0025732X, 15232859;0.239;Q3;22
Natural History Sciences;23850442, 23850922;0.239;Q3;9
New Mathematics and Natural Computation;17937027, 17930057;0.239;Q4;17
Organic Preparations and Procedures International;00304948, 19455453;0.239;Q4;54
Panoeconomicus;1452595X;0.239;Q3;21
Performance Evaluation Review;01635999;0.239;Q3;85
Progress in Computational Fluid Dynamics;14684349, 17415233;0.239;Q4;34
Progress In Electromagnetics Research Letters;19376480;0.239;Q3;38
Recherche et Applications en Marketing;20515707;0.239;Q3;14
Religion and Society;21509298, 21509301;0.239;Q1;7
Revista Brasileira de Fruticultura;01002945;0.239;Q3;38
Revista Espanola de Anestesiologia y Reanimacion;23403284, 00349356;0.239;Q3;28
Revue d'Economie Politique;03732630;0.239;Q3;17
Russian Journal of Cardiology;15604071;0.239;Q4;27
Sains Tanah;14123606, 23561424;0.239;Q3;7
SEARCH Journal of Media and Communication Research;26727080;0.239;Q2;11
Southeastern Europe;00944467, 18763332;0.239;Q1;13
Studia Scientiarum Mathematicarum Hungarica;15882896, 00816906;0.239;Q3;27
Support for Learning;02682141;0.239;Q3;36
Surgery in Practice and Science;26662620;0.239;Q3;5
Transactions of the Royal Institution of Naval Architects Part A: International Journal of Maritime Engineering;14798751, 17400716;0.239;Q3;22
Transport Problems;18960596;0.239;Q3;20
Trimestre Economico;00413011;0.239;Q3;15
World Cancer Research Journal;23723416;0.239;Q4;13
Acque Sotterranee - Italian Journal of Groundwater;1828454X, 22806458;0.238;Q3;9
Acta Linguistica Petropolitana;26584069, 23065737;0.238;Q2;2
Aquaculture Studies;26513668, 26186381;0.238;Q3;7
Asian Journal of Conservation Biology;22787666;0.238;Q3;7
Boreal Environment Research;12396095;0.238;Q3;63
Brazilian Business Review;18082386;0.238;Q3;10
Bulletin of the Hospital for Joint Disease (2013);23284633, 23285273;0.238;Q3;49
Canadian Journal of Information and Library Science;19207239, 1195096X;0.238;Q3;22
CERN IdeaSquare Journal of Experimental Innovation;24139505;0.238;Q3;6
Chemical Industry and Chemical Engineering Quarterly;14519372, 22177434;0.238;Q3;33
Chinese Space Science and Technology;1000758X;0.238;Q3;15
Cirugia pediatrica : organo oficial de la Sociedad Espanola de Cirugia Pediatrica;02141221;0.238;Q4;15
Comparative Legal History;20496788, 2049677X;0.238;Q1;6
Czech Journal of Genetics and Plant Breeding;12121975, 18059325;0.238;Q3;23
Early China;03625028, 23252324;0.238;Q1;6
Economic Computation and Economic Cybernetics Studies and Research;0424267X, 18423264;0.238;Q3;24
Ecosistemas;16972473;0.238;Q3;22
Educacion Matematica;24488089, 01878298;0.238;Q3;7
Engineering and Applied Science Research;25396218, 25396161;0.238;Q3;11
e-Review of Tourism Research;19415842;0.238;Q3;14
Euroasian Entomological Journal;16844866;0.238;Q4;5
Faith and Philosophy;07397046, 21533393;0.238;Q1;26
Foundations and Trends in Theoretical Computer Science;15513068, 1551305X;0.238;Q4;29
Gadjah Mada International Journal of Business;14111128, 23387238;0.238;Q3;16
GI_Forum;23081708;0.238;Q3;8
Gigiena i sanitariia;24120650, 00169900;0.238;Q3;18
Hellenic Plant Protection Journal;17913691;0.238;Q3;13
Human Sport Medicine;25000209, 25000195;0.238;Q3;10
Ingenieria e Investigacion;22488723, 01205609;0.238;Q3;18
International Journal of E-Entrepreneurship and Innovation;19478585, 19478593;0.238;Q2;6
International Journal of Electronic Governance;17427517, 17427509;0.238;Q3;22
International Journal of Engineering Transactions C: Aspects;24237167;0.238;Q3;10
International Journal of Information Technology and Web Engineering;15541053, 15541045;0.238;Q3;17
International Studies of Economics;28313224;0.238;Q3;17
Journal of Ceramic Processing Research;12299162;0.238;Q3;35
Journal of Nuclear Fuel Cycle and Waste Technology;22885471, 17381894;0.238;Q3;7
Journal of Occupational Therapy, Schools, and Early Intervention;19411243, 19411251;0.238;Q3;16
Journal of Technology and Chinese Language Teaching;1949260X;0.238;Q2;3
Journal of Uncertain Systems;17528917, 17528909;0.238;Q4;21
Journal of Vascular Surgery Cases, Innovations and Techniques;24684287;0.238;Q3;13
Masaryk University Journal of Law and Technology;18025951, 18025943;0.238;Q2;7
Mediterranean Journal of Nutrition and Metabolism;19737998, 1973798X;0.238;Q3;25
Moscow University Geology Bulletin;19348436, 01458752;0.238;Q3;13
Nanotechnologies in Construction;20758545;0.238;Q3;10
Nurse Practitioner;03611817, 15388662;0.238;Q3;25
